flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,question_text,score,satisfaction_type,driver_sub_group1,driver_sub_group2,arrival_delay_minutes,arrival_delay_group,cabin_code_desc,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
915,CDX,IAX,P3XXW6,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,101,Delayed,Business,,Atlantic,1,80+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3861,Long,A4,C2,International,member,PANASONIC,spoke departure
915,CDX,IAX,C8XX6B,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,101,Delayed,Business,,Atlantic,1,80+,premier platinum,Gen X,B777-300,Mainline,77X,UA,3861,Long,A4,C2,International,member,PANASONIC,spoke departure
916,IAX,CDX,G4XXQV,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,36,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B777-200,Mainline,77U,UA,3861,Long,D15,A4,International,member,PANASONIC,hub departure
916,IAX,CDX,G4XXQV,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,36,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B777-200,Mainline,77U,UA,3861,Long,D15,A4,International,member,PANASONIC,hub departure
962,FRX,EWX,BHXXHL,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-47,Early & Ontime,Business,,Atlantic,1,90+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,member,PANASONIC,spoke departure
962,FRX,EWX,EQXXN1,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-47,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,member,PANASONIC,spoke departure
962,FRX,EWX,BHXXHL,9/24/2022,What item did you choose?,seafood entrée,,food & beverage,comp,-47,Early & Ontime,Business,,Atlantic,1,90+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,member,PANASONIC,spoke departure
961,EWX,FRX,P0XXN2,9/24/2022,What item did you choose?,beef entrée,,food & beverage,comp,24,Delayed,United Premium Plus,,Atlantic,1,90+,,Gen X,B777-300,Mainline,77X,UA,3870,Long,C138,A22,International,non-member,PANASONIC,hub departure
962,FRX,EWX,EQXXN1,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,-47,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,member,PANASONIC,spoke departure
961,EWX,FRX,P0XXN2,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,24,Delayed,United Premium Plus,,Atlantic,1,90+,,Gen X,B777-300,Mainline,77X,UA,3870,Long,C138,A22,International,non-member,PANASONIC,hub departure
958,GVX,EWX,GKXXRJ,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-40,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,,Gen X,B767-300,Mainline,76L,UA,3878,Long,C56,C138,International,non-member,PANASONIC,spoke departure
958,GVX,EWX,F4XXHJ,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-40,Early & Ontime,United Premium Plus,,Atlantic,2,90+,premier silver,Boomer,B767-300,Mainline,76L,UA,3878,Long,C56,C138,International,member,PANASONIC,spoke departure
958,GVX,EWX,F4XXHJ,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-40,Early & Ontime,United Premium Plus,,Atlantic,2,90+,premier silver,Boomer,B767-300,Mainline,76L,UA,3878,Long,C56,C138,International,member,PANASONIC,spoke departure
958,GVX,EWX,GKXXRJ,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-40,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,,Gen X,B767-300,Mainline,76L,UA,3878,Long,C56,C138,International,non-member,PANASONIC,spoke departure
951,IAX,BRX,CZXX7M,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,15,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
951,IAX,BRX,CZXX7M,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,15,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
951,IAX,BRX,G4XXMD,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,15,Delayed,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
951,IAX,BRX,G4XXMD,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,15,Delayed,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
951,IAX,BRX,FEXXM1,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,15,Delayed,Economy,Economy,Atlantic,1,90+,,Boomer,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,non-member,PANASONIC,hub departure
254,IAX,HNX,N9XXTB,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-21,Early & Ontime,Economy,Economy Plus,Domestic,1,90+,,Millennial,B777-200,Mainline,77G,UA,3904,Long,C7,G1,Domestic,non-member,PANASONIC,hub departure
254,IAX,HNX,DVXXS9,9/24/2022,What item did you choose?,beef entrée,,food & beverage,comp,-21,Early & Ontime,Business,,Domestic,2,90+,premier 1k,Boomer,B777-200,Mainline,77G,UA,3904,Long,C7,G1,Domestic,member,PANASONIC,hub departure
253,HNX,IAX,O9XXY1,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,3,Delayed,Economy,Economy Plus,Domestic,1,90+,non-elite,Millennial,B777-200,Mainline,77O,UA,3904,Long,G6,E5,Domestic,member,PANASONIC,spoke departure
253,HNX,IAX,G3XXVP,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,3,Delayed,Economy,Economy,Domestic,2,90+,non-elite,Boomer,B777-200,Mainline,77O,UA,3904,Long,G6,E5,Domestic,member,PANASONIC,spoke departure
254,IAX,HNX,DVXXS9,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-21,Early & Ontime,Business,,Domestic,2,90+,premier 1k,Boomer,B777-200,Mainline,77G,UA,3904,Long,C7,G1,Domestic,member,PANASONIC,hub departure
253,HNX,IAX,O9XXY1,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,3,Delayed,Economy,Economy Plus,Domestic,1,90+,non-elite,Millennial,B777-200,Mainline,77O,UA,3904,Long,G6,E5,Domestic,member,PANASONIC,spoke departure
253,HNX,IAX,EMXXWX,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,3,Delayed,Economy,Economy,Domestic,1,90+,non-elite,Boomer,B777-200,Mainline,77O,UA,3904,Long,G6,E5,Domestic,member,PANASONIC,spoke departure
238,PMX,EWX,M8XXES,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-4,Early & Ontime,Business,,Atlantic,1,90+,premier platinum,Gen X,B767-300,Mainline,76A,UA,3934,Long,A12,C130,International,member,PANASONIC,spoke departure
238,PMX,EWX,M8XXES,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Business,,Atlantic,1,90+,premier platinum,Gen X,B767-300,Mainline,76A,UA,3934,Long,A12,C130,International,member,PANASONIC,spoke departure
136,ZRX,EWX,P2XXGM,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-39,Early & Ontime,Business,,Atlantic,2,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3946,Long,E43,B60,International,member,PANASONIC,spoke departure
135,EWX,ZRX,GLXXCD,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,23,Delayed,Economy,Economy,Atlantic,1,90+,,Millennial,B767-300,Mainline,76L,UA,3946,Long,C112,E47,International,non-member,PANASONIC,hub departure
135,EWX,ZRX,GLXXCD,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,23,Delayed,Economy,Economy,Atlantic,1,90+,,Millennial,B767-300,Mainline,76L,UA,3946,Long,C112,E47,International,non-member,PANASONIC,hub departure
136,ZRX,EWX,FEXXCF,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,-39,Early & Ontime,Business,,Atlantic,1,90+,premier silver,Boomer,B767-300,Mainline,76L,UA,3946,Long,E43,B60,International,member,PANASONIC,spoke departure
136,ZRX,EWX,FEXXCF,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-39,Early & Ontime,Business,,Atlantic,1,90+,premier silver,Boomer,B767-300,Mainline,76L,UA,3946,Long,E43,B60,International,member,PANASONIC,spoke departure
135,EWX,ZRX,MQXXE5,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,23,Delayed,Economy,Economy Plus,Atlantic,1,90+,premier gold,Boomer,B767-300,Mainline,76L,UA,3946,Long,C112,E47,International,member,PANASONIC,hub departure
136,ZRX,EWX,P2XXGM,9/24/2022,What item did you choose?,beef entrée,,food & beverage,comp,-39,Early & Ontime,Business,,Atlantic,2,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3946,Long,E43,B60,International,member,PANASONIC,spoke departure
135,EWX,ZRX,MQXXE5,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,23,Delayed,Economy,Economy Plus,Atlantic,1,90+,premier gold,Boomer,B767-300,Mainline,76L,UA,3946,Long,C112,E47,International,member,PANASONIC,hub departure
929,LHX,ORX,OPXXYY,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-57,Early & Ontime,United Premium Plus,,Atlantic,1,90+,,Boomer,B767-300,Mainline,76L,UA,3953,Long,247,M16,International,non-member,PANASONIC,spoke departure
960,LHX,ORX,FXXXK8,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-28,Early & Ontime,Economy,Economy,Atlantic,1,80+,non-elite,Gen X,B767-300,Mainline,76L,UA,3953,Long,248,M39,International,member,PANASONIC,spoke departure
960,LHX,ORX,P7XX44,9/24/2022,What item did you choose?,sandwich/burger/wrap,,food & beverage,comp,-28,Early & Ontime,Business,,Atlantic,1,80+,,Boomer,B767-300,Mainline,76L,UA,3953,Long,248,M39,International,non-member,PANASONIC,spoke departure
929,LHX,ORX,PBXXYH,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-57,Early & Ontime,Business,,Atlantic,1,90+,premier gold,Gen X,B767-300,Mainline,76L,UA,3953,Long,247,M16,International,member,PANASONIC,spoke departure
960,LHX,ORX,P7XX44,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-28,Early & Ontime,Business,,Atlantic,1,80+,,Boomer,B767-300,Mainline,76L,UA,3953,Long,248,M39,International,non-member,PANASONIC,spoke departure
939,ORX,LHX,BZXXL3,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-28,Early & Ontime,Business,,Atlantic,1,90+,premier silver,Millennial,B767-300,Mainline,76L,UA,3953,Long,C11,258,International,member,PANASONIC,hub departure
939,ORX,LHX,AGXXFZ,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-28,Early & Ontime,Business,,Atlantic,2,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3953,Long,C11,258,International,member,PANASONIC,hub departure
939,ORX,LHX,AGXXFZ,9/24/2022,What item did you choose?,seafood entrée,,food & beverage,comp,-28,Early & Ontime,Business,,Atlantic,2,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3953,Long,C11,258,International,member,PANASONIC,hub departure
960,LHX,ORX,FXXXK8,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-28,Early & Ontime,Economy,Economy,Atlantic,1,80+,non-elite,Gen X,B767-300,Mainline,76L,UA,3953,Long,248,M39,International,member,PANASONIC,spoke departure
963,EWX,BEX,A6XXN8,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,19,Delayed,Business,,Atlantic,1,90+,,Boomer,B767-400,Mainline,76S,UA,3986,Long,C120,Y17,International,non-member,PANASONIC,hub departure
963,EWX,BEX,J7XX94,9/24/2022,What item did you choose?,seafood entrée,,food & beverage,comp,19,Delayed,Business,,Atlantic,1,90+,,Gen X,B767-400,Mainline,76S,UA,3986,Long,C120,Y17,International,non-member,PANASONIC,hub departure
964,BEX,EWX,LFXX54,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-71,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,3986,Long,D17,B67A,International,member,PANASONIC,spoke departure
963,EWX,BEX,A6XXN8,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,19,Delayed,Business,,Atlantic,1,90+,,Boomer,B767-400,Mainline,76S,UA,3986,Long,C120,Y17,International,non-member,PANASONIC,hub departure
964,BEX,EWX,LFXX54,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-71,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,3986,Long,D17,B67A,International,member,PANASONIC,spoke departure
963,EWX,BEX,M1XX63,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,19,Delayed,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,3986,Long,C120,Y17,International,member,PANASONIC,hub departure
963,EWX,BEX,J7XX94,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,19,Delayed,Business,,Atlantic,1,90+,,Gen X,B767-400,Mainline,76S,UA,3986,Long,C120,Y17,International,non-member,PANASONIC,hub departure
19,MXX,EWX,DHXX4M,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-4,Early & Ontime,Business,,Atlantic,1,90+,premier 1k,Gen X,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,O3XXZY,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,GBXXSM,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Millennial,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,non-member,PANASONIC,spoke departure
19,MXX,EWX,N4XX8J,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,A7XX6D,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,A7XX6D,9/24/2022,What item did you choose?,sandwich/burger/wrap,,food & beverage,comp,-4,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,G0XXHD,9/24/2022,What item did you choose?,other (specify),,food & beverage,comp,-4,Early & Ontime,Business,,Atlantic,1,90+,global services,Gen X,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,G0XXHD,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Business,,Atlantic,1,90+,global services,Gen X,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
19,MXX,EWX,FBXXTV,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Boomer,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,non-member,PANASONIC,spoke departure
19,MXX,EWX,DHXX4M,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-4,Early & Ontime,Business,,Atlantic,1,90+,premier 1k,Gen X,B777-200,Mainline,77E,UA,4010,Long,B53,B67A,International,member,PANASONIC,spoke departure
31,EWX,MUX,B3XX82,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,20,Delayed,Economy,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77E,UA,4052,Long,C121,H02,International,member,PANASONIC,hub departure
32,MUX,EWX,IGXXTV,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,premier gold,Gen X,B777-200,Mainline,77U,UA,4052,Long,H14,C121,International,member,PANASONIC,spoke departure
32,MUX,EWX,E3XXZN,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Business,,Atlantic,1,90+,global services,Boomer,B777-200,Mainline,77U,UA,4052,Long,H14,C121,International,member,PANASONIC,spoke departure
32,MUX,EWX,IGXXTV,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-17,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,premier gold,Gen X,B777-200,Mainline,77U,UA,4052,Long,H14,C121,International,member,PANASONIC,spoke departure
32,MUX,EWX,E3XXZN,9/24/2022,What item did you choose?,seafood entrée,,food & beverage,comp,-17,Early & Ontime,Business,,Atlantic,1,90+,global services,Boomer,B777-200,Mainline,77U,UA,4052,Long,H14,C121,International,member,PANASONIC,spoke departure
31,EWX,MUX,B3XX82,9/24/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,20,Delayed,Economy,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77E,UA,4052,Long,C121,H02,International,member,PANASONIC,hub departure
992,BCX,IAX,HRXXX4,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Atlantic,2,90+,premier silver,Gen X,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,CLXXW7,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,G1XXPW,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,D6XX18,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,BCXXS9,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Atlantic,2,90+,premier 1k,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,MWXXW5,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy,Atlantic,2,90+,non-elite,Gen X,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
993,IAX,BCX,GSXXFM,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-3,Early & Ontime,Economy,Economy,Atlantic,1,90+,,Gen X,B767-400,Mainline,76S,UA,4060,Long,C8,221,International,non-member,PANASONIC,hub departure
992,BCX,IAX,G1XXPW,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,CLXXW7,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,DXXX08,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-15,Early & Ontime,Business,,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,BCXXS9,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Business,,Atlantic,2,90+,premier 1k,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,DXXX08,9/24/2022,What item did you choose?,seafood entrée,,food & beverage,comp,-15,Early & Ontime,Business,,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
992,BCX,IAX,D6XX18,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-15,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C8,International,member,PANASONIC,spoke departure
989,FRX,IAX,KYXXSK,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-12,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,4082,Long,Z22,C4,International,member,PANASONIC,spoke departure
990,IAX,FRX,CSXXR3,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,36,Delayed,Business,,Atlantic,1,90+,global services,Boomer,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,member,PANASONIC,hub departure
990,IAX,FRX,EZXX02,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,36,Delayed,Economy,Economy,Atlantic,1,90+,,Boomer,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,non-member,PANASONIC,hub departure
934,FRX,IAX,OCXX4L,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-54,Early & Ontime,United Premium Plus,,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77U,UA,4082,Long,Z22,C5,International,member,PANASONIC,spoke departure
990,IAX,FRX,DBXXGJ,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,36,Delayed,Economy,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,member,PANASONIC,hub departure
990,IAX,FRX,PSXXQ6,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,36,Delayed,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,member,PANASONIC,hub departure
934,FRX,IAX,OCXX4L,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-54,Early & Ontime,United Premium Plus,,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77U,UA,4082,Long,Z22,C5,International,member,PANASONIC,spoke departure
990,IAX,FRX,PSXXQ6,9/24/2022,What item did you choose?,chicken entrée,,food & beverage,comp,36,Delayed,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,member,PANASONIC,hub departure
990,IAX,FRX,DBXXGJ,9/24/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,36,Delayed,Economy,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,4082,Long,D32,A20,International,member,PANASONIC,hub departure
